Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,422723,-,-,-,48.85,2.34,0,49,1,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed
2020,1,6,5,30,0.4,0,0,0,0,-0.1,0,0,0,0,96.64,113.41,0.11,1022,0.6000000000000001,139,2.8000000000000003
2020,1,6,6,30,0.1,0,0,0,0,-0.30000000000000004,0,0,0,0,96.88,103.82000000000001,0.11,1021,0.6000000000000001,141,2.9000000000000004
2020,1,6,7,30,-0.2,0,0,0,0,-0.7000000000000001,0,0,0,0,96.16,94.81,0.11,1021,0.6000000000000001,147,3.1
2020,1,6,8,30,0.30000000000000004,21,350,42,1,-0.9,21,350,0,42,91.39,86.49,0.11,1020,0.6000000000000001,156,3.6
2020,1,6,9,30,1.4000000000000001,41,634,153,0,-0.9,41,634,0,153,84.57000000000001,79.83,0.11,1020,0.6000000000000001,165,4
2020,1,6,10,30,2.9000000000000004,50,750,246,0,-0.8,50,750,0,246,76.56,74.81,0.11,1019,0.7000000000000001,172,4.2
2020,1,6,11,30,4.5,53,802,302,0,-0.5,53,802,0,302,70.04,71.92,0.11,1018,0.7000000000000001,177,4.3
2020,1,6,12,30,5.9,55,799,309,0,0,55,799,0,309,65.68,71.45,0.11,1017,0.8,185,4.4
2020,1,6,13,30,6.6000000000000005,52,766,270,0,0.7000000000000001,52,766,0,270,65.8,73.45,0.11,1016,0.8,196,4.3
2020,1,6,14,30,5.800000000000001,44,679,189,0,1.6,44,679,0,189,74.34,77.71000000000001,0.11,1016,0.8,203,3.4000000000000004
2020,1,6,15,30,3.7,29,480,81,0,1.8,29,480,0,81,87.45,83.82000000000001,0.11,1017,0.8,209,2.7
2020,1,6,16,30,2.2,0,0,0,0,1.4000000000000001,0,0,0,0,94.36,91.61,0.11,1017,0.8,217,3.2
2020,1,6,17,30,2.1,0,0,0,4,1.3,0,0,0,0,94.35000000000001,100.31,0.11,1018,0.9,220,3.8000000000000003
2020,1,6,18,30,2.4000000000000004,0,0,0,4,1.4000000000000001,0,0,0,0,92.85000000000001,109.72,0.11,1018,1.2000000000000002,218,4.1000000000000005
2020,1,6,19,30,3.2,0,0,0,0,1.9000000000000001,0,0,0,0,91.37,119.51,0.11,1018,1.6,219,4.3
2020,1,6,20,30,4,0,0,0,4,2.8000000000000003,0,0,0,0,92.02,129.32,0.11,1018,1.7000000000000002,228,4.2
2020,1,6,21,30,4.7,0,0,0,7,3.8000000000000003,0,0,0,0,93.79,138.70000000000002,0.11,1018,1.4000000000000001,241,4.2
2020,1,6,22,30,5.2,0,0,0,4,4.6000000000000005,0,0,0,0,95.97,146.86,0.11,1019,1.1,251,4
2020,1,6,23,30,5.5,0,0,0,4,5.300000000000001,0,0,0,0,98.3,152.37,0.11,1019,0.9,260,3.6
2020,1,7,0,30,5.6000000000000005,0,0,0,4,5.6000000000000005,0,0,0,0,100,153.36,0.11,1020,0.8,264,2.9000000000000004
2020,1,7,1,30,5.800000000000001,0,0,0,4,5.800000000000001,0,0,0,0,100,149.37,0.11,1020,0.8,265,2.3000000000000003
2020,1,7,2,30,5.9,0,0,0,7,5.9,0,0,0,0,100,142,0.11,1021,0.8,266,2.1
2020,1,7,3,30,5.6000000000000005,0,0,0,7,5.6000000000000005,0,0,0,0,100,132.97,0.11,1021,0.8,266,1.7000000000000002
2020,1,7,4,30,5.300000000000001,0,0,0,7,5.300000000000001,0,0,0,0,100,123.25,0.11,1021,0.8,260,1.5
2020,1,7,5,30,5,0,0,0,4,5,0,0,0,0,100,113.4,0.11,1021,0.8,248,1.4000000000000001
2020,1,7,6,30,4.9,0,0,0,7,4.9,0,0,0,0,100,103.8,0.11,1022,0.9,232,1.4000000000000001
2020,1,7,7,30,4.800000000000001,0,0,0,5,4.800000000000001,0,0,0,0,100,94.78,0.11,1022,1,213,1.7000000000000002
2020,1,7,8,30,5.4,23,270,39,4,5.1000000000000005,7,0,7,7,97.84,86.45,0.11,1022,1.1,199,2.7
2020,1,7,9,30,5.800000000000001,47,549,144,5,5.2,5,0,0,5,96.08,79.77,0.11,1022,1.1,192,3.1
2020,1,7,10,30,6.300000000000001,58,670,234,5,5.4,10,0,0,10,94.14,74.73,0.11,1022,1.3,190,3.1
2020,1,7,11,30,7.1000000000000005,63,718,287,4,6.1000000000000005,10,0,0,10,93.05,71.81,0.11,1021,1.5,193,3.1
2020,1,7,12,30,7.9,66,710,293,4,6.9,38,0,0,38,93.26,71.32000000000001,0.11,1021,1.7000000000000002,199,3
2020,1,7,13,30,8.4,62,665,253,3,7.5,44,0,1,44,93.77,73.3,0.11,1020,2,197,2.8000000000000003
2020,1,7,14,30,8.4,52,572,175,4,7.800000000000001,12,0,7,12,96.04,77.56,0.11,1020,2.3000000000000003,189,2.6
2020,1,7,15,30,8,33,371,74,3,7.800000000000001,5,0,7,5,98.60000000000001,83.67,0.11,1020,2.6,181,2.7
2020,1,7,16,30,7.800000000000001,0,0,0,3,7.7,0,0,0,0,99.29,91.45,0.11,1020,2.7,182,3.1
2020,1,7,17,30,7.9,0,0,0,3,7.7,0,0,0,0,98.68,100.16,0.11,1020,2.8000000000000003,184,3.5
2020,1,7,18,30,8.1,0,0,0,3,7.800000000000001,0,0,0,0,97.8,109.56,0.11,1020,2.8000000000000003,187,3.6
2020,1,7,19,30,8.5,0,0,0,5,8.1,0,0,0,0,97.31,119.35000000000001,0.11,1020,2.8000000000000003,196,3.8000000000000003
2020,1,7,20,30,8.9,0,0,0,3,8.5,0,0,0,0,97.57000000000001,129.16,0.11,1020,2.9000000000000004,205,3.7
2020,1,7,21,30,9,0,0,0,4,8.8,0,0,0,0,98.39,138.54,0.11,1020,2.9000000000000004,208,3.4000000000000004
2020,1,7,22,30,9,0,0,0,5,8.8,0,0,0,0,98.81,146.70000000000002,0.11,1020,2.9000000000000004,207,3.3000000000000003
2020,1,7,23,30,9.1,0,0,0,1,8.8,0,0,0,0,98.06,152.22,0.11,1019,2.9000000000000004,210,3.5
2020,1,8,0,30,9.3,0,0,0,1,9,0,0,0,0,97.68,153.24,0.11,1019,2.9000000000000004,216,3.7
2020,1,8,1,30,9.4,0,0,0,3,9,0,0,0,0,97.31,149.3,0.11,1019,2.9000000000000004,218,3.6
2020,1,8,2,30,9.4,0,0,0,3,9,0,0,0,0,97.03,141.96,0.11,1019,3,223,3.4000000000000004
2020,1,8,3,30,9.4,0,0,0,7,9,0,0,0,0,97.11,132.94,0.11,1019,3,227,3.4000000000000004
2020,1,8,4,30,9.5,0,0,0,7,9,0,0,0,0,96.67,123.23,0.11,1019,3,229,3.4000000000000004
2020,1,8,5,30,9.4,0,0,0,7,9,0,0,0,0,97.26,113.38,0.11,1019,3,228,3.4000000000000004
2020,1,8,6,30,9.200000000000001,0,0,0,7,8.9,0,0,0,0,97.97,103.77,0.11,1019,3,222,3.2
2020,1,8,7,30,9.200000000000001,0,0,0,7,8.8,0,0,0,0,97.26,94.74,0.11,1019,3,217,3.2
2020,1,8,8,30,9.700000000000001,24,175,35,7,8.9,3,0,7,3,94.89,86.4,0.11,1019,3,215,3.5
2020,1,8,9,30,10.3,53,433,131,7,9.3,3,0,0,3,93.46000000000001,79.7,0.11,1020,3,214,3.6
2020,1,8,10,30,10.9,69,557,217,8,9.8,4,0,0,4,92.63,74.64,0.11,1020,3,215,3.6
2020,1,8,11,30,11.3,77,612,269,8,10.100000000000001,4,0,0,4,92.42,71.7,0.11,1019,3,213,3.5
2020,1,8,12,30,11.5,79,617,278,8,10.4,4,0,0,4,93.03,71.19,0.11,1019,3,213,3.4000000000000004
2020,1,8,13,30,11.600000000000001,74,584,243,3,10.600000000000001,44,0,1,44,93.75,73.16,0.11,1019,3,213,3.3000000000000003
2020,1,8,14,30,11.4,62,495,170,8,10.700000000000001,3,0,0,3,95.16,77.4,0.11,1019,2.9000000000000004,213,3
2020,1,8,15,30,10.8,38,305,72,7,10.4,14,0,7,14,97.36,83.51,0.11,1019,2.8000000000000003,213,2.9000000000000004
2020,1,8,16,30,10.3,0,0,0,7,10.100000000000001,0,0,0,0,98.41,91.29,0.11,1019,2.8000000000000003,210,2.9000000000000004
2020,1,8,17,30,10.100000000000001,0,0,0,7,9.8,0,0,0,0,97.9,99.99000000000001,0.11,1019,2.7,207,3.2
2020,1,8,18,30,10,0,0,0,7,9.5,0,0,0,0,96.8,109.4,0.11,1018,2.7,206,3.5
2020,1,8,19,30,9.8,0,0,0,7,9.3,0,0,0,0,97,119.18,0.11,1018,2.8000000000000003,206,3.6
2020,1,8,20,30,9.700000000000001,0,0,0,7,9.200000000000001,0,0,0,0,96.4,129,0.11,1018,2.8000000000000003,202,3.6
