Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,422723,-,-,-,48.85,2.34,0,49,1,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed
2021,3,9,15,30,10.3,103,636,344,2,2.4000000000000004,148,3,0,149,58.01,67.68,0.11,1013,1.1,323,2.5
2021,3,9,16,30,8.6,72,508,193,4,4.800000000000001,21,0,0,21,76.82000000000001,76.2,0.11,1013,1,326,1.2000000000000002
2021,3,9,17,30,6.4,29,221,47,1,3,29,221,0,47,78.73,85.48,0.11,1013,1,330,1.1
2021,3,9,18,30,5.4,0,0,0,0,1.9000000000000001,0,0,0,0,78.03,95.46000000000001,0.11,1013,0.9,335,1.2000000000000002
2021,3,9,19,30,4.2,0,0,0,0,1.5,0,0,0,0,82.32000000000001,105.26,0.11,1014,0.9,339,1.2000000000000002
2021,3,9,20,30,3.1,0,0,0,0,1.1,0,0,0,0,86.98,114.64,0.11,1014,0.9,339,1.2000000000000002
2021,3,9,21,30,2.4000000000000004,0,0,0,0,0.8,0,0,0,0,89.34,123.10000000000001,0.11,1014,0.9,342,1.2000000000000002
2021,3,9,22,30,2.2,0,0,0,0,0.6000000000000001,0,0,0,0,89.27,129.92000000000002,0.11,1014,0.9,344,1.1
2021,3,9,23,30,2.5,0,0,0,0,0.5,0,0,0,0,86.44,134.21,0.11,1014,0.9,346,0.9
2021,3,10,0,30,2.6,0,0,0,7,0.30000000000000004,0,0,1,0,85.11,135.15,0.11,1014,0.9,346,0.6000000000000001
2021,3,10,1,30,2.3000000000000003,0,0,0,5,0.30000000000000004,0,0,0,0,86.37,132.54,0.11,1013,0.9,294,0.4
2021,3,10,2,30,1.4000000000000001,0,0,0,7,0.2,0,0,0,0,91.73,126.92,0.11,1013,0.9,170,0.7000000000000001
2021,3,10,3,30,0.4,0,0,0,7,0.2,0,0,0,0,98.8,119.21000000000001,0.11,1013,0.9,176,1.1
2021,3,10,4,30,-0.1,0,0,0,7,-0.1,0,0,0,0,100,110.23,0.11,1013,0.9,186,1.3
2021,3,10,5,30,0.4,0,0,0,7,0.4,0,0,0,0,100,100.57000000000001,0.11,1013,1,195,1.7000000000000002
2021,3,10,6,30,1.6,0,0,0,7,0.9,0,0,0,0,94.93,90.09,0.11,1013,1,202,2.6
2021,3,10,7,30,3.2,53,360,110,7,1.3,14,0,0,14,87.08,80.91,0.11,1012,1.1,205,3.7
2021,3,10,8,30,4.5,86,579,266,7,1.6,138,28,0,147,81.66,71.86,0.11,1012,1.2000000000000002,204,3.8000000000000003
2021,3,10,9,30,5.9,107,691,411,8,2,219,259,0,333,76.27,63.86,0.11,1012,1.2000000000000002,203,4.1000000000000005
2021,3,10,10,30,7.2,120,748,521,7,1.7000000000000002,264,196,0,369,68.2,57.56,0.11,1011,1.3,207,5.1000000000000005
2021,3,10,11,30,8.5,129,770,585,7,0.9,290,139,0,372,58.9,53.69,0.11,1011,1.4000000000000001,209,6.300000000000001
2021,3,10,12,30,9.5,128,784,601,7,0.30000000000000004,295,209,0,421,52.71,52.82,0.11,1010,1.4000000000000001,209,6.6000000000000005
2021,3,10,13,30,9.3,122,770,562,6,-0.1,195,12,0,202,51.74,55.13,0.11,1009,1.5,212,6.1000000000000005
2021,3,10,14,30,8.8,112,722,471,7,0.1,190,19,0,199,54.56,60.21,0.11,1009,1.7000000000000002,214,5.5
2021,3,10,15,30,8,98,631,341,6,1,40,0,0,40,61.13,67.38,0.11,1008,1.9000000000000001,209,5.2
2021,3,10,16,30,7,74,462,187,6,2,8,0,0,8,70.42,75.93,0.11,1007,2.2,200,5.2
2021,3,10,17,30,6.4,32,153,44,6,2.8000000000000003,5,0,7,5,77.65,85.23,0.11,1007,2.3000000000000003,195,5.7
2021,3,10,18,30,6.2,0,0,0,6,3.4000000000000004,0,0,0,0,81.97,95.21000000000001,0.11,1006,2.4000000000000004,193,6.2
2021,3,10,19,30,6.2,0,0,0,6,3.8000000000000003,0,0,0,0,84.8,105,0.11,1005,2.4000000000000004,196,6.5
2021,3,10,20,30,6.2,0,0,0,6,4.3,0,0,1,0,87.34,114.37,0.11,1004,2.4000000000000004,198,6.800000000000001
2021,3,10,21,30,6.300000000000001,0,0,0,6,4.6000000000000005,0,0,0,0,88.60000000000001,122.8,0.11,1003,2.3000000000000003,203,7.2
2021,3,10,22,30,6.4,0,0,0,6,4.800000000000001,0,0,0,0,89.27,129.58,0.11,1002,2.1,206,7.300000000000001
2021,3,10,23,30,6.6000000000000005,0,0,0,7,5.1000000000000005,0,0,0,0,89.87,133.83,0.11,1001,1.8,208,7.1000000000000005
2021,3,11,0,30,6.800000000000001,0,0,0,6,5.6000000000000005,0,0,0,0,91.85000000000001,134.76,0.11,1000,1.6,209,6.9
2021,3,11,1,30,7.300000000000001,0,0,0,6,6.300000000000001,0,0,0,0,93.26,132.14000000000001,0.11,999,1.6,210,6.9
2021,3,11,2,30,8,0,0,0,7,7.1000000000000005,0,0,0,0,94.2,126.54,0.11,998,2,210,7.1000000000000005
2021,3,11,3,30,8.9,0,0,0,6,8,0,0,0,0,94.10000000000001,118.85000000000001,0.11,998,2.3000000000000003,212,7.4
2021,3,11,4,30,9.8,0,0,0,7,8.9,0,0,0,0,93.87,109.88,0.11,997,2.4000000000000004,216,7.6000000000000005
2021,3,11,5,30,10.5,0,0,0,6,9.600000000000001,0,0,0,0,93.98,100.23,0.11,997,2.3000000000000003,221,7.6000000000000005
2021,3,11,6,30,11.100000000000001,0,0,0,6,10,0,0,7,0,92.9,89.83,0.11,997,1.8,229,7.800000000000001
2021,3,11,7,30,11.700000000000001,49,445,122,6,9.9,3,0,0,3,88.74,80.57000000000001,0.11,997,1.4000000000000001,241,8.5
2021,3,11,8,30,12.200000000000001,66,701,289,1,8.3,66,701,0,289,77.23,71.51,0.11,998,1.2000000000000002,248,9.1
2021,3,11,9,30,13,78,811,440,0,6.4,78,811,0,440,64.45,63.49,0.11,998,1.1,249,9.600000000000001
2021,3,11,10,30,13.600000000000001,92,847,552,1,5.1000000000000005,92,847,0,552,56.31,57.18,0.11,998,1.1,251,9.700000000000001
2021,3,11,11,30,14,110,838,611,0,4.3,110,838,0,611,52.17,53.29,0.11,998,1.2000000000000002,253,9.700000000000001
2021,3,11,12,30,14,117,829,622,5,4.2,105,0,0,105,51.660000000000004,52.44,0.11,998,1.2000000000000002,255,9.5
2021,3,11,13,30,13.700000000000001,116,802,579,4,4.2,217,1,0,218,52.61,54.77,0.11,998,1.3,256,9.1
2021,3,11,14,30,13.100000000000001,115,737,485,4,4.4,269,41,0,289,55.6,59.89,0.11,999,1.4000000000000001,258,8.4
2021,3,11,15,30,12.100000000000001,105,633,352,5,4.800000000000001,96,0,0,96,61.07,67.08,0.11,999,1.4000000000000001,257,7.6000000000000005
2021,3,11,16,30,10.700000000000001,79,484,199,8,5.300000000000001,100,11,0,103,69.5,75.66,0.11,1000,1.3,255,6.7
2021,3,11,17,30,9.3,36,168,51,8,5.7,4,0,7,4,78.25,84.99,0.11,1000,1.4000000000000001,253,6.2
2021,3,11,18,30,8.4,0,0,0,0,5.9,0,0,0,0,84.14,94.95,0.11,1001,1.4000000000000001,254,6.5
2021,3,11,19,30,7.800000000000001,0,0,0,4,5.7,0,0,0,0,86.61,104.74000000000001,0.11,1002,1.3,258,6.9
2021,3,11,20,30,7.2,0,0,0,2,5.2,0,0,0,0,86.9,114.09,0.11,1003,1.1,259,6.800000000000001
2021,3,11,21,30,6.5,0,0,0,0,4.5,0,0,0,0,86.79,122.49000000000001,0.11,1004,1,259,6.800000000000001
2021,3,11,22,30,5.9,0,0,0,0,4,0,0,0,0,87.34,129.24,0.11,1004,0.9,259,6.5
2021,3,11,23,30,5.300000000000001,0,0,0,1,3.7,0,0,0,0,89.24,133.46,0.11,1005,0.9,257,6
2021,3,12,0,30,4.800000000000001,0,0,0,0,3.5,0,0,0,0,91.29,134.36,0.11,1005,0.9,255,5.4
2021,3,12,1,30,4.5,0,0,0,0,3.4000000000000004,0,0,0,0,92.74,131.75,0.11,1006,0.9,251,5
2021,3,12,2,30,4.2,0,0,0,0,3.4000000000000004,0,0,0,0,94.22,126.16,0.11,1006,0.9,245,4.6000000000000005
2021,3,12,3,30,4,0,0,0,0,3.3000000000000003,0,0,0,0,94.96000000000001,118.49000000000001,0.11,1006,0.9,240,4.5
2021,3,12,4,30,3.8000000000000003,0,0,0,0,3.2,0,0,0,0,95.56,109.53,0.11,1006,0.9,238,4.7
2021,3,12,5,30,3.6,0,0,0,0,3,0,0,0,0,95.64,99.89,0.11,1006,1,234,4.7
2021,3,12,6,30,3.8000000000000003,0,0,0,0,2.7,0,0,0,0,92.57000000000001,89.53,0.11,1006,1,229,5
2021,3,12,7,30,5.1000000000000005,63,352,122,0,2.8000000000000003,63,352,0,122,85.03,80.23,0.11,1006,1,224,5.5
2021,3,12,8,30,7.300000000000001,92,592,284,0,3.3000000000000003,92,592,0,284,75.63,71.15,0.11,1006,1,223,6.300000000000001
2021,3,12,9,30,9.5,98,747,435,0,3.7,98,747,0,435,67.1,63.120000000000005,0.11,1005,1.1,229,7.2
2021,3,12,10,30,10.600000000000001,99,825,551,2,3.4000000000000004,305,65,0,341,61.1,56.78,0.11,1004,1.2000000000000002,233,7.800000000000001
2021,3,12,11,30,11,117,818,610,4,3.5,147,0,0,147,59.84,52.89,0.11,1004,1.3,235,7.9
2021,3,12,12,30,10.600000000000001,145,756,610,8,4,211,16,0,221,63.49,52.050000000000004,0.11,1003,1.4000000000000001,238,7.5
2021,3,12,13,30,9.8,153,705,564,7,4.800000000000001,264,85,0,313,71.02,54.410000000000004,0.11,1003,1.5,241,7
2021,3,12,14,30,9.1,153,626,470,8,5.7,244,50,0,269,79.11,59.56,0.11,1002,1.5,242,6.300000000000001
2021,3,12,15,30,8.700000000000001,142,497,338,7,6.300000000000001,128,6,0,130,84.8,66.79,0.11,1002,1.5,240,5.6000000000000005
2021,3,12,16,30,8.5,108,311,186,7,6.6000000000000005,110,12,0,113,87.94,75.39,0.11,1002,1.5,240,5.300000000000001
2021,3,12,17,30,8.200000000000001,40,62,46,7,6.7,8,0,7,8,90.22,84.74,0.11,1002,1.5,241,5.300000000000001
2021,3,12,18,30,8,0,0,0,7,6.7,0,0,0,0,91.75,94.7,0.11,1002,1.5,239,5.2
2021,3,12,19,30,7.9,0,0,0,7,6.800000000000001,0,0,0,0,92.82000000000001,104.48,0.11,1002,1.5,236,5.300000000000001
2021,3,12,20,30,7.800000000000001,0,0,0,7,6.800000000000001,0,0,0,0,93.63,113.82000000000001,0.11,1002,1.6,232,5.5
2021,3,12,21,30,7.800000000000001,0,0,0,8,6.800000000000001,0,0,0,0,93.16,122.19,0.11,1002,1.6,229,5.7
2021,3,12,22,30,7.6000000000000005,0,0,0,4,6.6000000000000005,0,0,0,0,93.68,128.9,0.11,1001,1.5,224,6.1000000000000005
2021,3,12,23,30,7.6000000000000005,0,0,0,5,6.6000000000000005,0,0,0,0,93.66,133.08,0.11,1000,1.5,220,6.7
2021,3,13,0,30,7.7,0,0,0,7,6.7,0,0,0,0,93.2,133.96,0.11,999,1.5,219,7.5
2021,3,13,1,30,7.9,0,0,0,4,6.6000000000000005,0,0,0,0,91.52,131.35,0.11,998,1.5,220,8.3
2021,3,13,2,30,8.1,0,0,0,8,6.5,0,0,0,0,89.78,125.78,0.11,997,1.5,222,9
2021,3,13,3,30,8.4,0,0,0,7,6.6000000000000005,0,0,0,0,88.42,118.13,0.11,996,1.6,225,9.4
2021,3,13,4,30,8.6,0,0,0,6,6.6000000000000005,0,0,0,0,87.3,109.18,0.11,995,1.7000000000000002,229,9.700000000000001
2021,3,13,5,30,8.5,0,0,0,7,6.5,0,0,0,0,87.04,99.55,0.11,995,1.6,236,9.5
2021,3,13,6,30,8.4,0,0,0,7,6.5,0,0,7,0,87.57000000000001,89.25,0.11,995,1.5,243,8.6
2021,3,13,7,30,8.6,80,204,115,7,6.4,3,0,0,3,86.07000000000001,79.89,0.11,995,1.3,250,7.7
2021,3,13,8,30,9.1,125,451,274,7,5.800000000000001,115,7,0,117,79.62,70.79,0.11,996,1.1,253,7.7
2021,3,13,9,30,9.9,135,641,428,5,3.9000000000000004,213,16,0,221,66.25,62.74,0.11,996,1,254,8.6
2021,3,13,10,30,10.600000000000001,126,772,553,1,1.9000000000000001,126,772,0,553,55.04,56.39,0.11,996,0.9,255,9.1
2021,3,13,11,30,10.9,127,809,620,4,0.8,198,0,0,198,49.550000000000004,52.49,0.11,997,1,257,9.3
2021,3,13,12,30,10.5,116,844,639,4,0.8,261,4,0,264,51.04,51.660000000000004,0.11,997,1,258,9
2021,3,13,13,30,9.9,116,815,594,2,1.3,347,119,0,417,55.160000000000004,54.04,0.11,997,1.1,258,8.5
2021,3,13,14,30,9.4,115,754,500,7,2,10,0,0,10,59.93,59.230000000000004,0.11,997,1.1,256,7.800000000000001
2021,3,13,15,30,8.9,102,664,367,8,2.7,95,3,0,96,65.31,66.49,0.11,997,1.2000000000000002,255,7.1000000000000005
2021,3,13,16,30,8.1,84,479,207,7,3.4000000000000004,28,0,0,28,72.24,75.12,0.11,997,1.2000000000000002,255,6.6000000000000005
2021,3,13,17,30,7.1000000000000005,41,154,56,7,3.9000000000000004,6,0,7,6,80.06,84.48,0.11,998,1.2000000000000002,256,6.1000000000000005
2021,3,13,18,30,6.1000000000000005,0,0,0,7,4.1000000000000005,0,0,0,0,87.06,94.45,0.11,998,1.2000000000000002,255,6
2021,3,13,19,30,5.5,0,0,0,4,3.8000000000000003,0,0,0,0,88.52,104.22,0.11,999,1.2000000000000002,257,6.1000000000000005
2021,3,13,20,30,5.1000000000000005,0,0,0,8,3.3000000000000003,0,0,0,0,88.45,113.54,0.11,999,1.1,263,6
2021,3,13,21,30,4.7,0,0,0,4,3.3000000000000003,0,0,0,0,90.69,121.89,0.11,1000,1,268,5.7
2021,3,13,22,30,4.2,0,0,0,5,3,0,0,0,0,91.83,128.56,0.11,1001,1,270,5.300000000000001
2021,3,13,23,30,3.8000000000000003,0,0,0,4,2.5,0,0,0,0,90.96000000000001,132.71,0.11,1002,0.9,272,4.9
2021,3,14,0,30,3.5,0,0,0,0,2,0,0,0,0,90.2,133.57,0.11,1003,0.8,274,4.6000000000000005
2021,3,14,1,30,3.3000000000000003,0,0,0,4,1.9000000000000001,0,0,1,0,90.26,130.95,0.11,1004,0.8,275,4.4
2021,3,14,2,30,3.4000000000000004,0,0,0,0,1.9000000000000001,0,0,0,0,90.22,125.4,0.11,1004,0.9,272,4.4
2021,3,14,3,30,3.8000000000000003,0,0,0,4,2.3000000000000003,0,0,0,0,90.07000000000001,117.76,0.11,1005,1,268,4.800000000000001
2021,3,14,4,30,4.1000000000000005,0,0,0,4,2.7,0,0,0,0,90.46000000000001,108.83,0.11,1005,1.1,267,5.300000000000001
2021,3,14,5,30,4.5,0,0,0,4,2.9000000000000004,0,0,0,0,89.33,99.21000000000001,0.11,1006,1.1,270,5.800000000000001
2021,3,14,6,30,5.1000000000000005,9,5,9,5,3.2,2,0,7,2,87.29,88.94,0.11,1007,1.1,277,6.1000000000000005
2021,3,14,7,30,6.2,70,323,129,2,3.7,23,0,7,23,83.99,79.54,0.11,1007,1.1,283,6.1000000000000005
2021,3,14,8,30,7.5,101,563,289,4,4.2,101,0,0,101,79.85000000000001,70.43,0.11,1008,1.2000000000000002,290,6.4
2021,3,14,9,30,8.6,123,677,437,1,4.3,123,677,0,437,74.3,62.36,0.11,1009,1.1,301,6.7
2021,3,14,10,30,9.5,130,754,551,4,3.8000000000000003,115,0,0,116,67.63,56,0.11,1009,1.1,307,6.6000000000000005
2021,3,14,11,30,10.4,126,807,622,2,3.2,314,49,0,344,61.160000000000004,52.09,0.11,1010,1.1,307,6.300000000000001
2021,3,14,12,30,10.8,122,824,638,1,2.8000000000000003,122,824,0,638,57.59,51.27,0.11,1010,1.1,303,6
2021,3,14,13,30,10.9,123,797,595,7,2.6,285,97,0,342,56.56,53.68,0.11,1011,1.1,297,5.800000000000001
2021,3,14,14,30,10.600000000000001,123,731,501,7,2.5,234,36,0,253,57.36,58.9,0.11,1011,1.1,294,5.7
2021,3,14,15,30,9.8,115,617,364,8,2.7,208,92,0,245,61.2,66.2,0.11,1011,1.2000000000000002,293,5.4
2021,3,14,16,30,8.700000000000001,86,473,210,6,3.3000000000000003,46,0,0,46,68.69,74.85000000000001,0.11,1012,1.2000000000000002,289,5.1000000000000005
2021,3,14,17,30,7.800000000000001,40,200,60,2,3.8000000000000003,26,0,7,26,75.69,84.23,0.11,1012,1.2000000000000002,285,4.800000000000001
2021,3,14,18,30,7.1000000000000005,0,0,0,0,4,0,0,0,0,80.88,94.2,0.11,1012,1.3,280,4.800000000000001
2021,3,14,19,30,6.6000000000000005,0,0,0,4,4.1000000000000005,0,0,0,0,84.13,103.97,0.11,1013,1.3,277,4.7
2021,3,14,20,30,6.300000000000001,0,0,0,4,4.1000000000000005,0,0,0,0,85.74,113.27,0.11,1012,1.4000000000000001,273,4.6000000000000005
2021,3,14,21,30,5.9,0,0,0,7,4.1000000000000005,0,0,0,0,88.24,121.58,0.11,1012,1.5,266,4.4
2021,3,14,22,30,5.6000000000000005,0,0,0,7,4.3,0,0,0,0,91.2,128.22,0.11,1011,1.6,255,4.4
2021,3,14,23,30,5.5,0,0,0,7,4.5,0,0,0,0,93.05,132.33,0.11,1010,1.7000000000000002,250,4.800000000000001
2021,3,15,0,30,5.9,0,0,0,7,4.800000000000001,0,0,0,0,92.63,133.17000000000002,0.11,1010,1.6,257,5.300000000000001
2021,3,15,1,30,6.800000000000001,0,0,0,6,5.6000000000000005,0,0,0,0,92.33,130.55,0.11,1009,1.6,274,6
2021,3,15,2,30,7.7,0,0,0,7,6.6000000000000005,0,0,0,0,92.89,125.01,0.11,1008,1.6,287,6.2
2021,3,15,3,30,8.1,0,0,0,7,7,0,0,0,0,93.04,117.39,0.11,1008,1.5,295,6.1000000000000005
2021,3,15,4,30,8.200000000000001,0,0,0,7,7.1000000000000005,0,0,0,0,93.01,108.48,0.11,1009,1.5,302,5.7
2021,3,15,5,30,8.1,0,0,0,6,7,0,0,0,0,93.01,98.86,0.11,1009,1.5,308,5.300000000000001
2021,3,15,6,30,8,11,24,12,5,6.800000000000001,1,0,7,1,92.43,88.63,0.11,1010,1.5,311,4.9
2021,3,15,7,30,8.4,67,369,136,5,6.9,5,0,0,5,90.24,79.19,0.11,1010,1.4000000000000001,314,4.800000000000001
2021,3,15,8,30,9.4,91,607,298,4,6.9,12,0,0,12,84.27,70.07000000000001,0.11,1011,1.4000000000000001,320,5.300000000000001
2021,3,15,9,30,10.4,110,714,445,2,6.2,233,25,0,245,75.33,61.980000000000004,0.11,1011,1.4000000000000001,326,5.800000000000001
2021,3,15,10,30,10.9,125,765,557,4,5.5,101,0,0,101,69.18,55.6,0.11,1012,1.3,329,5.800000000000001
2021,3,15,11,30,11.4,130,799,626,2,5.1000000000000005,316,49,0,346,65.06,51.69,0.11,1012,1.2000000000000002,331,5.800000000000001
2021,3,15,12,30,11.8,152,759,631,5,4.4,173,0,0,173,60.57,50.88,0.11,1012,1.2000000000000002,333,6.1000000000000005
2021,3,15,13,30,11.8,144,753,594,8,3.7,306,173,0,409,57.550000000000004,53.32,0.11,1013,1.1,335,6.2
2021,3,15,14,30,11.3,126,728,506,4,3.2,223,7,0,226,57.5,58.58,0.11,1013,1.1,337,6
2021,3,15,15,30,10.5,109,650,375,4,3,145,1,0,146,59.7,65.9,0.11,1014,1.1,339,5.4
2021,3,15,16,30,9.3,81,520,219,0,3.2,81,520,0,219,65.87,74.58,0.11,1014,1.1,340,4.1000000000000005
2021,3,15,17,30,7.300000000000001,39,246,65,4,3.9000000000000004,8,0,7,8,78.96000000000001,83.98,0.11,1015,1.2000000000000002,339,2.6
2021,3,15,18,30,6,0,0,0,4,4,0,0,0,0,87.11,93.95,0.11,1016,1.2000000000000002,340,2.1
2021,3,15,19,30,5.300000000000001,0,0,0,4,4.1000000000000005,0,0,0,0,91.93,103.71000000000001,0.11,1017,1.2000000000000002,341,2
2021,3,15,20,30,4.7,0,0,0,0,4.2,0,0,0,0,96.7,112.99000000000001,0.11,1018,1.2000000000000002,342,1.7000000000000002
2021,3,15,21,30,4.3,0,0,0,0,4.3,0,0,0,0,100,121.28,0.11,1018,1.2000000000000002,341,1.5
2021,3,15,22,30,3.9000000000000004,0,0,0,0,3.9000000000000004,0,0,1,0,100,127.88000000000001,0.11,1019,1.3,339,1.3
2021,3,15,23,30,3.3000000000000003,0,0,0,4,3.3000000000000003,0,0,0,0,100,131.95,0.11,1019,1.2000000000000002,334,1.2000000000000002
2021,3,16,0,30,3.3000000000000003,0,0,0,4,3.3000000000000003,0,0,0,0,100,132.77,0.11,1019,1.3,331,1.2000000000000002
2021,3,16,1,30,3.4000000000000004,0,0,0,4,3.4000000000000004,0,0,0,0,100,130.15,0.11,1019,1.3,327,1.2000000000000002
2021,3,16,2,30,3.3000000000000003,0,0,0,4,3.3000000000000003,0,0,0,0,100,124.63000000000001,0.11,1020,1.3,320,1.3
2021,3,16,3,30,3.2,0,0,0,0,3.2,0,0,0,0,100,117.03,0.11,1020,1.3,310,1.6
2021,3,16,4,30,3,0,0,0,4,3,0,0,0,0,100,108.13,0.11,1020,1.4000000000000001,299,1.6
2021,3,16,5,30,3,0,0,0,4,3,0,0,0,0,100,98.52,0.11,1020,1.4000000000000001,286,1.6
2021,3,16,6,30,3.7,13,79,16,5,3.3000000000000003,2,0,7,2,96.93,88.31,0.11,1021,1.5,273,1.9000000000000001
2021,3,16,7,30,4.9,59,442,145,4,3.7,6,0,0,6,92.18,78.84,0.11,1021,1.6,261,2.3000000000000003
2021,3,16,8,30,6.300000000000001,87,623,303,4,4.4,28,0,0,28,87.56,69.71000000000001,0.11,1021,1.7000000000000002,257,2.5
2021,3,16,9,30,8.3,106,714,446,4,5.2,109,0,0,109,80.91,61.6,0.11,1021,1.8,268,2.9000000000000004
2021,3,16,10,30,9.600000000000001,123,752,553,4,5.5,80,0,0,80,75.7,55.21,0.11,1020,1.9000000000000001,274,3.3000000000000003
2021,3,16,11,30,9.700000000000001,131,776,617,5,5.800000000000001,129,0,0,129,76.52,51.29,0.11,1019,1.9000000000000001,275,3.6
2021,3,16,12,30,9.600000000000001,157,727,619,5,6.300000000000001,107,0,0,107,80.14,50.49,0.11,1019,2,276,3.5
2021,3,16,13,30,9.5,151,709,578,4,7.2,53,0,0,53,85.58,52.96,0.11,1018,2.1,279,3.3000000000000003
2021,3,16,14,30,9.700000000000001,131,691,494,4,8.1,101,0,0,101,90.04,58.25,0.11,1017,2.1,286,3.2
2021,3,16,15,30,10,112,617,367,5,8.9,15,0,0,15,92.63,65.61,0.11,1017,2.1,298,3.5
2021,3,16,16,30,9.9,83,494,217,4,9,8,0,0,8,94.42,74.31,0.11,1017,1.9000000000000001,312,4
2021,3,16,17,30,9.4,42,230,67,4,8.8,5,0,7,5,95.99000000000001,83.73,0.11,1017,1.7000000000000002,319,4.3
2021,3,16,18,30,9.200000000000001,0,0,0,4,8.6,0,0,0,0,95.94,93.7,0.11,1018,1.6,321,4.7
2021,3,16,19,30,9.200000000000001,0,0,0,4,8.5,0,0,0,0,95.7,103.45,0.11,1018,1.5,326,5.300000000000001
2021,3,16,20,30,9.1,0,0,0,4,8.5,0,0,0,0,96.24000000000001,112.71000000000001,0.11,1018,1.4000000000000001,335,5.800000000000001
2021,3,16,21,30,8.4,0,0,0,1,7.7,0,0,0,0,95.68,120.97,0.11,1019,1.2000000000000002,340,6.1000000000000005
2021,3,16,22,30,7.5,0,0,0,0,6.7,0,0,0,0,94.98,127.53,0.11,1019,1.1,340,6.2
2021,3,16,23,30,7,0,0,0,0,6,0,0,0,0,93.67,131.57,0.11,1020,1.1,339,6.2
2021,3,17,0,30,6.5,0,0,0,4,5.4,0,0,0,0,92.76,132.37,0.11,1020,1.1,340,6.300000000000001
2021,3,17,1,30,6.1000000000000005,0,0,0,4,4.9,0,0,0,0,91.99,129.75,0.11,1020,1.1,342,6.300000000000001
2021,3,17,2,30,5.800000000000001,0,0,0,4,4.5,0,0,0,0,91.43,124.24000000000001,0.11,1020,1.1,344,6.2
2021,3,17,3,30,5.6000000000000005,0,0,0,4,4.3,0,0,0,0,91.48,116.66,0.11,1020,1.2000000000000002,347,6.2
2021,3,17,4,30,5.6000000000000005,0,0,0,4,4.2,0,0,0,0,90.95,107.77,0.11,1021,1.2000000000000002,350,6.1000000000000005
2021,3,17,5,30,5.6000000000000005,0,0,0,4,4.1000000000000005,0,0,0,0,90.25,98.17,0.11,1021,1.3,353,5.9
2021,3,17,6,30,5.9,16,34,17,4,4.1000000000000005,2,0,1,2,88.09,88,0.11,1021,1.3,356,5.800000000000001
2021,3,17,7,30,6.5,71,381,147,4,4,6,0,0,6,84.23,78.49,0.11,1022,1.4000000000000001,269,6
2021,3,17,8,30,7.300000000000001,100,593,309,5,3.8000000000000003,48,0,0,48,78.46000000000001,69.34,0.11,1022,1.4000000000000001,1,6.1000000000000005
2021,3,17,9,30,8,119,700,456,4,3.5,33,0,0,33,73.16,61.230000000000004,0.11,1022,1.4000000000000001,90,5.9
2021,3,17,10,30,8.5,132,754,567,8,3.4000000000000004,187,9,0,192,70.17,54.81,0.11,1022,1.4000000000000001,355,5.800000000000001
2021,3,17,11,30,8.8,136,786,632,4,3.4000000000000004,272,6,0,276,68.86,50.89,0.11,1022,1.4000000000000001,349,5.9
2021,3,17,12,30,8.8,135,798,646,6,3.4000000000000004,195,5,0,198,68.68,50.1,0.11,1021,1.4000000000000001,345,6.1000000000000005
2021,3,17,13,30,8.700000000000001,125,798,610,6,3.3000000000000003,107,1,0,107,69.07000000000001,52.59,0.11,1021,1.3,344,6.300000000000001
2021,3,17,14,30,8.6,110,775,522,6,3.3000000000000003,149,4,0,151,69.42,57.92,0.11,1020,1.3,347,6.4
2021,3,17,15,30,8.200000000000001,98,699,390,7,3.2,115,4,0,117,70.89,65.32000000000001,0.11,1020,1.2000000000000002,351,6.2
2021,3,17,16,30,7.300000000000001,81,536,229,5,3.6,33,0,0,33,77.09,74.04,0.11,1021,1.2000000000000002,354,5.300000000000001
2021,3,17,17,30,6.1000000000000005,44,252,73,4,3.9000000000000004,6,0,7,6,85.96000000000001,83.48,0.11,1021,1.1,354,4.3
2021,3,17,18,30,5,0,0,0,4,3.9000000000000004,0,0,0,0,92.29,93.44,0.11,1021,1,356,3.8000000000000003
