name,annual_energy_kwh
BATIMENT0000000245591202,11752.229091070125
BATIMENT0000000245591206,5446.602315120736
BATIMENT0000000245587310,15625.48173775222
BATIMENT0000000245587065,22820.70324255761
BATIMENT0000000245587066,169860.62358829312
BATIMENT0000000245587067,456.29743890678947
BATIMENT0000000245587069,4337.920684014863
BATIMENT0000000245587070,94002.54760283035
BATIMENT0000000245587071,213751.37285711247
BATIMENT0000000245587569,95523.92781522933
BATIMENT0000000245587586,142146.63982744308
BATIMENT0000000245590611,46892.74935812685
BATIMENT0000000245587312,1040171.6279806895
BATIMENT0000000245591041,16058.560504565821
BATIMENT0000000245590626,55745.89826384862
BATIMENT0000000245590631,16896.18577739777
BATIMENT0000000245590625,11327.302400729717
BATIMENT0000000245590633,20408.709290511266
BATIMENT0000000245590632,21541.847133856812
BATIMENT0000000245590627,152281.70187301986
BATIMENT0000000245590628,15993.343934743014
BATIMENT0000000245587315,74042.20220726324
BATIMENT0000000245590630,10820.8549995198
BATIMENT0000000245590629,43806.17154104422
BATIMENT0000000243633332,21779.276197454652
BATIMENT0000000243633333,7916.679773675822
BATIMENT0000000353683589,427886.91206020524
BATIMENT0000000245591887,2850.1677610494094
BATIMENT0000000245591886,101579.89743400287
BATIMENT0000000245591885,11399.652030477424
BATIMENT0000000245591884,46029.64885671583
BATIMENT0000000245591876,83294.80257831566
BATIMENT0000000245591873,22328.521966624587
BATIMENT0000000245591883,76320.7059962087
BATIMENT0000000245591870,6838.568405289769
BATIMENT0000000245591882,399.90112604692564
BATIMENT0000000245591207,373334.2731766501
BATIMENT0000000245591877,176303.8165529364
BATIMENT0000000245591561,87145.63703447339
BATIMENT0000000245591209,201267.4954180447
BATIMENT0000000245591558,7915.660763068461
BATIMENT0000000229478104,29038.695261707977
BATIMENT0000000245591208,22749.372623644987
BATIMENT0000000245591560,5268.275765446576
BATIMENT0000000245591217,79597.83846761749
BATIMENT0000000245591889,61548.13467272918
BATIMENT0000000245591890,143765.84489243568
BATIMENT0000000245591891,31808.361321854572
BATIMENT0000000245591894,37354.82650384154
BATIMENT0000000245591863,20024.542953554417
BATIMENT0000000245591864,10677.174752761128
BATIMENT0000000245591865,23596.168976789755
BATIMENT0000000245591866,8258.047740359278
BATIMENT0000000245591867,37178.5379680283
BATIMENT0000000245591868,4035.275051836118
BATIMENT0000000245591869,11790.95142956908
BATIMENT0000000245591871,8005.333541324213
BATIMENT0000000245591872,3364.7672307665853
BATIMENT0000000245591874,24018.038645583554
BATIMENT0000000245591875,8793.027386469406
BATIMENT0000000245591878,54955.147396678905
BATIMENT0000000245591879,39435.642577585975
BATIMENT0000000245591892,4112.719726345194
BATIMENT0000002008844251,441779.05972952355
BATIMENT0000002202257803,178921.65030030056
BATIMENT0000002206300720,27397.07199932463
BATIMENT0000000353683564,27110.73051626168
BATIMENT0000000353683565,24643.710082058667
BATIMENT0000000353683566,51923.596061908065
BATIMENT0000000353683567,20883.567416129405
BATIMENT0000000353683568,25272.438546589434
BATIMENT0000000353683569,63616.72264054662
BATIMENT0000002005316820,903813.9774521015
BATIMENT0000000353684726,134873.97365117824
BATIMENT0000000353684727,176830.64415228585
BATIMENT0000000353684730,25994.91581752242
BATIMENT0000000353684731,51322.38084195174
BATIMENT0000000353684732,10965.554258662896
BATIMENT0000000353684733,250462.1857718719
BATIMENT0000000246227100,209245.3157207891
BATIMENT0000000246226880,3845.7394088411756
BATIMENT0000000246226865,7186.050424188828
BATIMENT0000000246227413,38768.19178244507
BATIMENT0000000353684729,33512.14412380337
BATIMENT0000000243626427,84997.56636064588
BATIMENT0000000243626117,5355.910526956338
BATIMENT0000000229476534,24855.663921692023
BATIMENT0000000243632874,89782.83194333615
BATIMENT0000000243626417,47399.19676265359
BATIMENT0000000229473652,11845.977906516753
BATIMENT0000000002643680,16354.073071231125
BATIMENT0000000243626118,570940.4697700214
BATIMENT0000000243626119,34025.72458234268
BATIMENT0000000353683728,8350.77754281887
BATIMENT0000000353683729,60290.67774286239
BATIMENT0000000353683730,6695.90716763662
BATIMENT0000000353683731,73235.14720087506
BATIMENT0000000353683732,62863.675105192684
BATIMENT0000000353683733,121827.6033103082
BATIMENT0000000245591009,107926.2845492383
BATIMENT0000000245591010,514762.5117668769
BATIMENT0000000245591011,3709.192222662221
BATIMENT0000000245591039,10253.267065637601
BATIMENT0000000318256884,72121.37051168828
BATIMENT0000002206300745,25426.308883282327
BATIMENT0000000245591012,71033.0690655699
BATIMENT0000000245591117,129348.9076605493
BATIMENT0000000318256897,20021.48593203167
BATIMENT0000000318256903,21000.753437785042
BATIMENT0000000245591246,94273.60395920233
BATIMENT0000000245591245,91156.45588103218
BATIMENT0000000245590731,37950.9466802087
BATIMENT0000000245590732,3102.8819581817047
BATIMENT0000000245591247,456165.4267202869
BATIMENT0000000245591248,9723.382466750429
BATIMENT0000002206300718,111354.23033455263
BATIMENT0000000245119482,406.0534512920227
BATIMENT0000000246157922,109450.72179874791
BATIMENT0000000246158206,12154.737588062839
BATIMENT0000000246158780,124675.73305744329
BATIMENT0000000246158781,48296.94355482569
BATIMENT0000000246158783,5527.104013490781
BATIMENT0000000246158788,54755.42165984897
BATIMENT0000000246158789,5740.076865584512
BATIMENT0000000246158790,12226.068209738223
BATIMENT0000000246158791,12086.463995078924
BATIMENT0000000246158792,5476.153569335222
BATIMENT0000000246158795,605428.8243778641
BATIMENT0000000246158825,4422.498417718069
BATIMENT0000000246158826,4433.707513718718
BATIMENT0000000246158827,635.7402522769297
BATIMENT0000000246158828,906487.8566763093
BATIMENT0000000246158829,26869.22541457837
BATIMENT0000000246158833,12206.707041953845
BATIMENT0000000246158936,2158.260747687581
BATIMENT0000000246158937,15719.23055655248
BATIMENT0000000246156833,546115.3761197752
BATIMENT0000000246157760,62791.325467043556
BATIMENT0000000246158938,650111.343531604
BATIMENT0000000246157800,852764.6909885451
BATIMENT0000000246157890,1133.1378426681752
BATIMENT0000000246157889,4749.600259702269
BATIMENT0000000229473131,37676.83329645327
BATIMENT0000000356501455,182416.85066505897
BATIMENT0000000002729534,29860.016395414998
BATIMENT0000000244404770,15963.792678310187
BATIMENT0000000243725182,240354.63696773862
BATIMENT0000000243725183,5410.937004389167
BATIMENT0000000243725226,12809.960280655185
BATIMENT0000000244405253,453507.85164657544
BATIMENT0000000244405254,15564.341206025443
BATIMENT0000000229485704,124249.78735095343
BATIMENT0000000246180899,269605.28607282724
BATIMENT0000000246180904,41947.499400998146
BATIMENT0000000246186991,153982.4276538277
BATIMENT0000000246186992,7767.904482944717
BATIMENT0000000246186478,18642.76695103383
BATIMENT0000000246186466,4686.421717338796
BATIMENT0000000246186464,32880.358624878725
BATIMENT0000000246186541,34755.33491891378
BATIMENT0000000246186540,41153.69150154348
BATIMENT0000000246186482,6195.573820933019
BATIMENT0000000246186490,11115.348559257578
BATIMENT0000000246186543,86590.27720470424
BATIMENT0000000246186512,191942.54541132078
BATIMENT0000000246186544,3987.381637958162
BATIMENT0000000246186545,17485.17289368812
BATIMENT0000000246186542,31999.93498291587
BATIMENT0000000246186513,5366.100613807515
BATIMENT0000000246187872,35282.16249545364
BATIMENT0000000246187873,8032.846781263695
BATIMENT0000000246187874,17151.957001477753
BATIMENT0000000246020025,421811.5812727848
BATIMENT0000000246020028,2858.3198328355556
BATIMENT0000000246020029,4724.125037803044
BATIMENT0000000246020023,30320.6083971975
BATIMENT0000000246019798,661178.7986672213
BATIMENT0000000246019809,42675.07172047689
BATIMENT0000000246025273,3885.480754685211
BATIMENT0000000246020024,24306.41815281517
BATIMENT0000000246020147,145074.2522616185
BATIMENT0000000244398505,133260.88264319836
BATIMENT0000000244398508,220581.78919890692
BATIMENT0000000244398511,57190.85281273637
BATIMENT0000002202989866,196627.94811727287
BATIMENT0000000244400317,11852.09195998149
BATIMENT0000000244400316,108663.0279565509
BATIMENT0000000244400481,113428.9323604305
BATIMENT0000000244400479,55255.75500388353
BATIMENT0000000244400846,25682.08009984253
BATIMENT0000000244400845,179152.96530541472
BATIMENT0000000244400944,16730.087333778803
BATIMENT0000000244400990,1228.9246748062415
BATIMENT0000000244401832,145830.35683854416
BATIMENT0000000246179979,242747.26974583798
BATIMENT0000000246179986,65895.22643307455
BATIMENT0000000246180868,54379.40739555741
BATIMENT0000000246180050,132419.18133432034
BATIMENT0000000246180052,106096.1446601009
BATIMENT0000000246180877,6136.471307687744
BATIMENT0000000246180878,30640.57717880371
BATIMENT0000000246180061,594027.1343270763
BATIMENT0000000246180072,359182.27821968397
BATIMENT0000000246187008,15465.497348730978
BATIMENT0000000246187009,14701.240711151955
BATIMENT0000000246187011,2842.015688568095
BATIMENT0000000246186642,112828.73613818275
BATIMENT0000000246186641,210226.6212394117
BATIMENT0000000246186652,123183.9041016671
BATIMENT0000000246186643,44125.121313109536
BATIMENT0000000246186651,133895.72515578478
BATIMENT0000000246187868,118555.5658885698
BATIMENT0000000246187869,123123.78258122625
BATIMENT0000000246186648,3099.824928548276
BATIMENT0000000246186644,109557.71773421792
BATIMENT0000000229482568,18778.295130311377
BATIMENT0000000246186649,26208.907676795225
BATIMENT0000000246186647,93912.87481635113
BATIMENT0000000246186995,15286.151792804323
BATIMENT0000000246186996,1978.915191112027
BATIMENT0000000246187010,2794.122272297399
BATIMENT0000000244401209,116350.43074049655
BATIMENT0000000244401209,116350.43074049655
BATIMENT0000000244401206,3319.9308415645673
BATIMENT0000000244401207,7065.807380833624
BATIMENT0000000229485724,1073618.5555683582
BATIMENT0000000229483889,143734.255621258
BATIMENT0000000229479333,57335.55207369311
BATIMENT0000000318255960,464021.98496962857
BATIMENT0000000244398502,22206.240906944513
BATIMENT0000000244399920,26849.864248019323
BATIMENT0000000244399635,315136.6395964598
BATIMENT0000000244399633,18044.60875565254
BATIMENT0000000244399636,15696.812358762165
BATIMENT0000000244399637,43545.30528142136
BATIMENT0000000244399647,17740.94411689143
BATIMENT0000000244399709,18453.231302420612
BATIMENT0000000244399710,10557.950717016784
BATIMENT0000000244399711,50973.879809883976
BATIMENT0000000356501952,48898.158782171486
BATIMENT0000000244399642,90056.94532195787
BATIMENT0000000244399644,22860.444586897363
BATIMENT0000000356501951,22269.419454742383
BATIMENT0000000244405647,16499.79133490541
BATIMENT0000000244400214,460401.4465211969
BATIMENT0000000244400249,163160.64036942652
BATIMENT0000000244398503,573567.4745832724
BATIMENT0000000244400213,157851.6042763187
BATIMENT0000000244398276,1542.779402158797
BATIMENT0000000244398277,19755.52461563884
BATIMENT0000000244400215,681303.2044813975
BATIMENT0000000244399004,12243.391359667461
BATIMENT0000000244399002,5690.145430286588
BATIMENT0000000244399006,2751.323900802286
BATIMENT0000000244399005,5346.739446594924
BATIMENT0000000244398274,525070.8053035687
BATIMENT0000000244398999,22679.061013885388
BATIMENT0000000244398325,19421.28970950531
BATIMENT0000000244399000,5823.635590543976
BATIMENT0000000244399844,408741.7737650031
BATIMENT0000000318255890,54502.7074586583
BATIMENT0000000318255896,64622.48437661185
BATIMENT0000000318255917,92478.11036225647
BATIMENT0000000318255919,56811.78152537151
BATIMENT0000000244405993,5586.206526063426
BATIMENT0000000244405994,46872.369181074355
BATIMENT0000000244405742,30249.277773134138
BATIMENT0000000244405548,408739.7357243487
BATIMENT0000000244401208,52124.34080098414
BATIMENT0000000244401210,128153.6102704777
BATIMENT0000000244401262,13193.107609458948
BATIMENT0000000244401261,133.3003754572047
BATIMENT0000000244401211,69165.2258505338
BATIMENT0000000244401212,128185.19954981009
BATIMENT0000000244401212,128185.19954981009
BATIMENT0000000244401187,16788.170837274447
BATIMENT0000000244401184,94448.87348358377
BATIMENT0000000244401184,94448.87348358377
BATIMENT0000000244401185,19099.28291783079
BATIMENT0000000244401185,19099.28291783079
BATIMENT0000000244401183,96842.5252750687
BATIMENT0000000244401186,729.0505152632563
BATIMENT0000000244401180,4284.932222065828
BATIMENT0000000244401181,30077.065279465667
BATIMENT0000000244401179,1576.4066933233273
BATIMENT0000000244401214,11560.655427279198
BATIMENT0000000244401182,699.3142776330697
BATIMENT0000000244401216,37466.917476341754
BATIMENT0000000244401114,249639.84563114902
BATIMENT0000000244401116,1110.7196493074232
BATIMENT0000000244401112,611.1309521584011
BATIMENT0000000244401113,57114.42715517897
BATIMENT0000000244401115,15851.70170452276
BATIMENT0000000244401119,12723.344529210643
BATIMENT0000000244401117,214872.28259579834
BATIMENT0000000244401118,63851.09467849123
BATIMENT0000000246031750,760520.9526415417
BATIMENT0000000246032069,9033.513473749203
BATIMENT0000002206298753,70236.20414230399
BATIMENT0000002200500476,37432.2711729032
BATIMENT0000000356501982,195671.0987946657
BATIMENT0000002206298921,78193.64427314892
BATIMENT0000000246188636,1632.452180776364
BATIMENT0000000246188698,136142.6396728879
BATIMENT0000000244398848,32816.16107310837
BATIMENT0000000244398849,5716.639659422957
BATIMENT0000000244398857,11331.37843779492
BATIMENT0000000244398864,27936.1276820016
BATIMENT0000000244398865,27719.078790273215
BATIMENT0000000244398897,10716.916099739316
BATIMENT0000000244398898,101160.06578099055
BATIMENT0000000244398899,13486.582157621306
BATIMENT0000000244398902,110394.32400216152
BATIMENT0000000244398966,233064.6476213249
BATIMENT0000000244398967,39987.94538013076
BATIMENT0000000244398975,42415.22446169353
BATIMENT0000000244398800,1697.668748053432
BATIMENT0000000244398798,20245.66787494194
BATIMENT0000000244398804,9985.267741691247
BATIMENT0000000244400271,7003.647839851784
BATIMENT0000000244400273,2043.1127473499093
BATIMENT0000000244400276,6925.184160452049
BATIMENT0000000244400284,5512.837890186553
BATIMENT0000000244078146,257587.0956530518
BATIMENT0000000244406512,75832.60075740749
BATIMENT0000000244404570,240895.73065237998
BATIMENT0000000244406309,1394.004112400416
BATIMENT0000000244398799,297958.18837343313
BATIMENT0000000244398801,6417.717751416577
BATIMENT0000000244400375,6854.872549130138
BATIMENT0000000244400373,42725.003150759156
BATIMENT0000000244398802,3398.3945226773026
BATIMENT0000000244400376,7599.768018483503
BATIMENT0000000244400274,22245.98225246942
BATIMENT0000000229481719,23355.68289011606
BATIMENT0000000244400272,36673.10957890508
BATIMENT0000000246028079,233923.6720965613
BATIMENT0000000246028118,20754.15329210309
BATIMENT0000000246027748,40652.33915000976
BATIMENT0000000246027747,2405.8799005864225
BATIMENT0000000246027746,31067.54188398014
BATIMENT0000000246027749,1807.7217039951279
BATIMENT0000000246028460,290957.5975699672
BATIMENT0000000246028459,6054.950598457666
BATIMENT0000000246451577,1611440.2186292673
BATIMENT0000000246451742,90819.16394362939
BATIMENT0000000246023805,203796.6753842194
BATIMENT0000000246023875,206152.62385737384
BATIMENT0000000246024052,83580.12506953563
BATIMENT0000002323651554,343036.08294802275
BATIMENT0000000246026307,351624.28956053307
BATIMENT0000000246026787,60659.55894599185
BATIMENT0000000246027717,26025.48608284737
BATIMENT0000000356501308,27609.025840369693
BATIMENT0000000246027743,40674.75734337982
BATIMENT0000000246027745,1936.1168203903744
BATIMENT0000000246027741,34427.214067575995
BATIMENT0000000246027744,2456.830342039627
BATIMENT0000000246028721,121757.29170829074
BATIMENT0000000246021419,35504.30642234157
BATIMENT0000000246021173,272902.7987283543
BATIMENT0000000246021174,105533.6517715065
BATIMENT0000000246021415,270341.01046687254
BATIMENT0000000318256094,41399.27264155525
BATIMENT0000000318256097,320263.2731196924
BATIMENT0000002206298746,72015.39360242509
BATIMENT0000000246020912,839598.0776064676
BATIMENT0000000246020542,3009.1331407385787
BATIMENT0000000246020543,5471.058527019971
BATIMENT0000000246020544,4803.607728894404
BATIMENT0000000246021011,4598.786949028101
BATIMENT0000000246021013,2578.092396932243
BATIMENT0000000246021009,11353.796634097569
BATIMENT0000000246021010,6534.903769068518
BATIMENT0000000246021014,4859.653216247805
BATIMENT0000000246021012,7733.258179255742
BATIMENT0000000246020541,11773.628278011092
BATIMENT0000000246021205,22965.40250241711
BATIMENT0000000246024517,412123.8641263799
BATIMENT0000000246024486,7569.19775533668
BATIMENT0000000246024556,3554.3028752337364
BATIMENT0000000246024488,86882.7327486427
BATIMENT0000000246024531,1574.3686769213327
BATIMENT0000000246024530,42589.47497383513
BATIMENT0000000229480921,22410.042675030276
BATIMENT0000000244081089,21133.224584188258
BATIMENT0000000244081088,3085.558802690012
BATIMENT0000000244081091,9427.869900856202
BATIMENT0000000244081095,112491.44421811422
BATIMENT0000000244081090,3831.4732838999003
BATIMENT0000000229480171,39880.949442134246
BATIMENT0000000244081096,5579.073466530022
BATIMENT0000000244081097,35374.89230110793
BATIMENT0000000244081098,292547.2513606497
BATIMENT0000000244081099,4842.330067000694
BATIMENT0000000244082069,4163.670170061806
BATIMENT0000000244402062,212202.47939951473
BATIMENT0000000244081092,1183.0692774263657
BATIMENT0000000244081093,1510.1711188803004
BATIMENT0000000244081094,12836.454510426169
BATIMENT0000000244081206,26139.61507531199
BATIMENT0000000244081581,26125.348955398076
BATIMENT0000000244081582,4795.45565716523
BATIMENT0000000244082066,10782.132663586766
BATIMENT0000000246179024,44292.23876651366
BATIMENT0000000246179031,172320.51094927095
BATIMENT0000000246180869,237449.44272928374
BATIMENT0000000246179983,554294.9601794339
BATIMENT0000000246179932,10017.876025363585
BATIMENT0000000246184711,21902.576268771834
BATIMENT0000000246184489,193048.16999676742
BATIMENT0000000246184712,964587.6653941344
BATIMENT0000000246184713,8244.80062165159
BATIMENT0000000246184716,16227.715970753903
BATIMENT0000000246184717,101694.02642264891
BATIMENT0000000246184718,60301.88683894492
BATIMENT0000000246184495,7465.2588501965265
BATIMENT0000000246184714,59490.75579545822
BATIMENT0000000246184715,14154.032956426634
BATIMENT0000000246186511,15947.488536900528
BATIMENT0000000246185316,13969.592354946173
BATIMENT0000000246185926,22957.250429513493
BATIMENT0000000246185672,117099.40224756625
BATIMENT0000000246186005,40831.68470579637
BATIMENT0000000246185329,21249.391592351418
BATIMENT0000000246185468,26356.663960136124
BATIMENT0000000246185669,37778.73418524137
BATIMENT0000000246185912,19695.403094669982
BATIMENT0000000246185666,85064.82096345516
BATIMENT0000000246186256,155869.63203942913
BATIMENT0000000246185344,16561.95087490263
BATIMENT0000000246185348,866.4524402981482
BATIMENT0000000246185341,10954.345161504445
BATIMENT0000000246185312,71541.55448010917
BATIMENT0000000246185345,9015.17131445705
BATIMENT0000000246185353,8180.603063933208
BATIMENT0000000246185355,175457.02019153867
BATIMENT0000000246185665,20975.278212870246
BATIMENT0000000246186371,426534.68731831305
BATIMENT0000000246186373,105524.48068726843
BATIMENT0000000246185354,36769.91542057689
BATIMENT0000000229474026,26901.833697018177
BATIMENT0000000246185905,7467.296867845308
BATIMENT0000000246185906,50092.437153197476
BATIMENT0000002005316801,1089030.045436709
BATIMENT0000000246195631,34433.32811961261
BATIMENT0000000246195723,16489.601244831094
BATIMENT0000000246195682,357262.465551914
BATIMENT0000000246196376,14725.696922291952
BATIMENT0000000246195683,4832.139978244313
BATIMENT0000000246195630,1085.244427015527
BATIMENT0000000246196374,43770.50623028529
BATIMENT0000000246196375,19920.60404996483
BATIMENT0000000246195684,6084.501851810887
BATIMENT0000000246195686,59752.64107324711
BATIMENT0000000246195688,156976.27565871392
BATIMENT0000000246195689,1580.4827284987025
BATIMENT0000000246195735,12636.728778878898
BATIMENT0000000246195691,2890.9281142124414
BATIMENT0000000246195736,5846.053784974756
BATIMENT0000000246195687,53069.98101874275
BATIMENT0000000246195690,6101.825006074785
BATIMENT0000000246195685,2402.82287258177
BATIMENT0000000246188634,20572.76971717651
BATIMENT0000000246188635,55457.51876037277
BATIMENT0000000246188637,3171.155547337474
BATIMENT0000000246188638,94656.75128891147
BATIMENT0000000246188639,12112.958225899849
BATIMENT0000000246188640,1517.3041808076175
BATIMENT0000000246188641,2331.492253732081
BATIMENT0000000246188691,9440.098006263672
BATIMENT0000000246188692,120713.82664802778
BATIMENT0000000246188751,24874.00608329156
BATIMENT0000000246197421,2822.6545203376368
BATIMENT0000000246193242,381788.98960913793
BATIMENT0000000246194954,96924.04597499354
BATIMENT0000000246195428,235433.84322015694
BATIMENT0000000246195429,8972.372944403252
BATIMENT0000000246195430,3788.674912950471
BATIMENT0000000246197419,418318.4189354278
BATIMENT0000000246197422,36409.18628932527
BATIMENT0000000246197420,7340.939771981517
BATIMENT0000000246197424,14150.975929285576
BATIMENT0000000246197423,10403.061369950052
BATIMENT0000000246197426,15345.254308667698
BATIMENT0000000246197427,38812.00916008593
BATIMENT0000000229474146,17024.580896272364
BATIMENT0000000313022407,9016.190322773693
BATIMENT0000000313022408,11079.683248955478
BATIMENT0000000313022412,38742.716561243236
BATIMENT0000000313022411,10988.991460563313
BATIMENT0000000313022422,35833.44628943526
BATIMENT0000000313022413,4021.0089305130286
BATIMENT0000000313022418,509.61758937210215
BATIMENT0000000313022420,2556.693210073151
BATIMENT0000000313022494,4678.269640424347
BATIMENT0000000313022686,382480.89661524986
BATIMENT0000000313022417,124272.20555525283
BATIMENT0000000313022501,3573.664045809458
BATIMENT0000000313022500,2312.1310857341387
BATIMENT0000000313022498,265534.34570257535
BATIMENT0000000313022502,1221.791613710512
BATIMENT0000000313022496,3434.0598318892007
BATIMENT0000000313022505,4448.992648219881
BATIMENT0000000313022506,4950.345003445357
BATIMENT0000000313022423,2783.9321841626343
BATIMENT0000000313022419,472.7036399105356
BATIMENT0000000313022414,661.37494007637
BATIMENT0000000313022416,3776.4468056188375
BATIMENT0000000313022507,2796.160290533378
BATIMENT0000000313022474,213473.18345101006
BATIMENT0000000313022474,213473.18345101006
BATIMENT0000000313022504,4846.406100939958
BATIMENT0000000229484354,218860.6832521688
BATIMENT0000000313022476,1818.9308012247566
BATIMENT0000000313022683,192174.87942924007
BATIMENT0000000313022685,8582.092552260487
BATIMENT0000000313022495,100607.76298532964
BATIMENT0000000313022497,1053.6551529066303
BATIMENT0000000313022503,3108.996008015236
BATIMENT0000002200499716,34564.78026529248
BATIMENT0000002244682267,541096.7575195113
BATIMENT0000002244682268,35270.95339575662
BATIMENT0000000313022404,40229.45047385295
BATIMENT0000000313022403,1545.8364285216444
BATIMENT0000000244404780,201561.9889756056
BATIMENT0000000244404772,14459.735612077267
BATIMENT0000000244404775,1546.8554383531848
BATIMENT0000000313024844,159587.99534272018
BATIMENT0000000313019375,415919.67210817925
BATIMENT0000000313019937,8596.358677977558
BATIMENT0000002005316772,261951.51056738978
BATIMENT0000002202294624,523500.5126510621
BATIMENT0000002200499710,4080.1114437274614
BATIMENT0000000313019966,12867.024778078565
BATIMENT0000000002711450,416853.0842070339
BATIMENT0000000002711448,140483.61738143917
BATIMENT0000000313025401,14413.880212267864
BATIMENT0000000313025666,5509.780862677765
BATIMENT0000000313025665,24060.837018044283
BATIMENT0000000313025664,18584.683445169245
BATIMENT0000000313026991,38569.48505521294
BATIMENT0000000313026992,44844.54156727778
BATIMENT0000000313026993,47419.57693594796
BATIMENT0000000313026994,5984.638987731261
BATIMENT0000000313026995,119075.26040466051
BATIMENT0000000313026996,117775.00511702002
BATIMENT0000000313027260,160036.3592368287
BATIMENT0000000313027263,192156.53726252425
BATIMENT0000000313027266,294554.69878930546
BATIMENT0000000313027198,177118.0046319043
BATIMENT0000000313027273,12246.44838559851
BATIMENT0000000245490583,197844.6446782061
BATIMENT0000000245490610,1290.0652069636926
BATIMENT0000000245490609,225200.95632356254
BATIMENT0000000245490652,4837.235023018714
BATIMENT0000000245490585,13476.392067901688
BATIMENT0000000318257383,22083.959846422225
BATIMENT0000000245490608,19791.189929492626
BATIMENT0000000245490607,11654.40423962723
BATIMENT0000000245493660,14037.86594652313
BATIMENT0000000245493659,11341.568522923599
BATIMENT0000000245499528,13529.380530679897
BATIMENT0000000245499529,92745.09067564891
BATIMENT0000000245493471,33530.486278303026
BATIMENT0000000245493452,155016.72163244794
BATIMENT0000000245493466,88456.08241791191
BATIMENT0000000245499531,20359.796863319923
BATIMENT0000000245493458,15340.159260050916
BATIMENT0000000245493459,20270.124086401087
BATIMENT0000002206301257,77958.25322812503
BATIMENT0000002206301250,21264.676724744542
BATIMENT0000000353683234,30641.596183529407
BATIMENT0000002206301260,701842.3469130779
BATIMENT0000000245493012,102688.57906120516
BATIMENT0000000245493015,5161.279836081267
BATIMENT0000000245493016,31167.404753916493
BATIMENT0000000245493014,99596.90619404816
BATIMENT0000000246451556,641.8925769096564
BATIMENT0000000318257345,128482.75012808699
BATIMENT0000000353685178,61093.656717435086
BATIMENT0000000353685183,545681.2783348012
BATIMENT0000000353685243,609766.7450483879
BATIMENT0000000353685238,186970.80122162297
BATIMENT0000000246452254,17019.48584760814
BATIMENT0000000246452258,52048.93415206357
BATIMENT0000000246452259,17908.06156207357
BATIMENT0000000246452260,87668.38857949167
BATIMENT0000000246452261,1707.8588363637614
BATIMENT0000000246452262,45686.24288254987
BATIMENT0000002203238716,61229.18489590941
BATIMENT0000000246451574,12634.690757880047
BATIMENT0000000318257322,91849.38189938183
BATIMENT0000000353685193,476061.5745411416
BATIMENT0000000353685194,594258.4493274029
BATIMENT0000002323651564,27943.26074610212
BATIMENT0000002323651565,94205.33036434646
BATIMENT0000000353685191,82290.05985634666
BATIMENT0000002323651567,56869.865025495536
BATIMENT0000000244199364,13085.092672574081
BATIMENT0000000244199348,24665.109265886786
BATIMENT0000000244199365,16079.959685744956
BATIMENT0000000244199347,13962.45929168667
BATIMENT0000000246453688,190636.17605368688
BATIMENT0000000246453689,171968.95289173617
BATIMENT0000000246453690,19163.480473606065
BATIMENT0000000246453691,59958.48086457024
BATIMENT0000000246452133,17041.904044143357
BATIMENT0000000246452137,85772.01310639158
BATIMENT0000000246452132,37485.259634357586
BATIMENT0000000246452544,76163.77863013864
BATIMENT0000000246454913,80180.71153000084
BATIMENT0000000246454914,445330.3056036435
BATIMENT0000002323651566,128358.43105468941
BATIMENT0000000318256109,161255.09382882903
BATIMENT0000002203247791,40689.02347139605
BATIMENT0000000246454115,31398.719760669985
BATIMENT0000000318256095,42076.913528305624
BATIMENT0000000246452617,300282.54755795293
BATIMENT0000000246452620,6387.147485391866
BATIMENT0000000246452658,52791.79160206121
BATIMENT0000000246452622,15001.848325509884
BATIMENT0000000246454663,4417.403373600867
BATIMENT0000000246454660,7259.419061465491
BATIMENT0000000246454657,17856.09211261223
BATIMENT0000000246454662,3835.549320103779
BATIMENT0000000246454661,1923.888713709998
BATIMENT0000000246454658,12412.546832804735
BATIMENT0000000246454659,21112.844409369503
BATIMENT0000000353685311,12707.040389032321
BATIMENT0000000353685312,27911.671470914916
BATIMENT0000000353685313,68800.42066903377
BATIMENT0000000353685314,89504.64252675344
BATIMENT0000000353685310,32370.854209493835
BATIMENT0000000245494600,75993.60415692216
BATIMENT0000000245494603,151338.0996767047
BATIMENT0000000245494596,1997.2573511230958
BATIMENT0000000245494605,981.2958413140427
BATIMENT0000000245494604,1632.4521817953796
BATIMENT0000000245494943,16391.776394840173
BATIMENT0000000245494944,31565.837213865314
BATIMENT0000000245492216,122528.68141917574
BATIMENT0000000245492211,72056.15395080287
BATIMENT0000000245492209,10533.494507127112
BATIMENT0000000245492215,51720.81329601544
BATIMENT0000000244200192,2824.692538568886
BATIMENT0000000244200193,4057.693249797284
BATIMENT0000000244201059,13891.128674392197
BATIMENT0000000244201058,2885.8330685328992
BATIMENT0000000244201572,362300.44530195516
BATIMENT0000000356501102,350546.17820936965
BATIMENT0000002206298843,37713.517620214676
BATIMENT0000000002684738,1252412.8297437509
BATIMENT0000002203275687,20150.900050425476
BATIMENT0000002206298837,145723.36090422183
BATIMENT0000000244200761,69325.21023256559
BATIMENT0000000244200773,248851.13278408404
BATIMENT0000000244201812,5829.7496441937765
BATIMENT0000000245510438,175985.88578725638
BATIMENT0000000002638612,409220.7079090856
BATIMENT0000000318258230,53021.06858532707
BATIMENT0000000318258183,310474.67409945343
BATIMENT0000000245510611,194975.11574766485
BATIMENT0000000245510612,362456.35365203855
